"survey_date","survey_state","ID_GBIP","gender","age_cat","income_level","religion","education_level","jati","turnout","turnout_14","PC_vote_choice","PC_vote_choice_14","Source"
"2019-02-21","Tamil Nadu","157.50.18.121","Male","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-21","Telangana","49.206.200.209","Female","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Telugu Desam Party",NA,"AMechTurk"
"2019-02-21","Gujarat","77.111.246.39","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism"," (04) Higher Secondary 04","(6) Others 6","Not sure at this point in time",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-21","Tamil Nadu","122.174.69.125","Female","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05",NA,"Not sure at this point in time",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-21","Tamil Nadu","122.178.150.190","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-21","Tamil Nadu","157.46.92.74","Male","(44-54]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-21","Gujarat","117.196.87.186","Female","(44-54]","₹2,40,000 - ₹5,99,999","Jainism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-21","Tamil Nadu","171.49.174.254","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-21","Tamil Nadu","157.50.21.218","Female","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-21","Tamil Nadu","122.164.229.61","Male","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-21","Tamil Nadu","60.243.102.30","Male","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-21","Tamil Nadu","103.99.150.192","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","122.164.83.57","Male","(17-24]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-22","Maharashtra","49.32.31.96","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","157.51.128.24","Female","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","122.164.75.58","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","157.50.3.186","Male","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","157.50.47.118","Male","(44-54]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","42.104.87.37","Male","(34-44]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-22","Telangana","171.49.227.23","Male","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","157.46.20.253","Male","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","163.53.204.233","Female","(34-44]","₹2,40,000 - ₹5,99,999","Islam","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","103.110.238.237","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Other",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","103.53.53.34","Male","(44-54]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","122.164.111.35","Male","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Indian Union Muslim League",NA,"AMechTurk"
"2019-02-22","Andra Pradesh","171.49.191.26","Male","(24-34]","Less than ₹60,000","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Andhra Rastra Praja Samithi",NA,"AMechTurk"
"2019-02-22","Telangana","202.133.60.99","Female","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Not sure at this point in time",NA,"Other",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","122.164.25.32","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","122.164.25.32","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","103.219.206.3","Male","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Desiya Murpokku Dravida Kazhagam",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","157.50.99.64","Female","(44-54]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-22","Tamil Nadu","122.164.83.57","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Karnataka","49.32.60.245","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","West Bengal","45.112.70.139","Male","(44-54]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Communist Party of India (Marxist)",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","171.49.210.15","Male","(34-44]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","103.49.206.202","Female","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(4) Scheduled Castes (SC) 4","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","West Bengal","103.242.199.245","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Communist Party of India (Marxist)",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.165.176.237","Male","(24-34]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","42.104.87.37","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Not sure at this point in time",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Kerala","103.199.161.110","Male","(44-54]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Delhi","157.50.65.176","Male","(24-34]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.174.245.182","Male","(34-44]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","106.198.100.203","Female","(54-64]","₹6,00,000 and over","Hinduism"," (04) Higher Secondary 04","(1) Brahmin 1","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Maharashtra","103.195.249.174","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","27.5.141.248","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Kerala","117.221.133.242","Male","(34-44]","₹2,40,000 - ₹5,99,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Delhi","117.241.213.147","Female","(24-34]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","27.5.182.76","Female","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.46.89.128","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Communist Party of India",NA,"AMechTurk"
"2019-02-23","Kerala","49.202.132.33","Male","(24-34]","₹2,40,000 - ₹5,99,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.50.47.31","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Kerala","122.164.36.57","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(02) Primary or Lower 02","(3) Other Backward Castes (OBC) 3","Yes",NA,"Communist Party of India",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","103.225.29.21","Male","(54-64]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Kerala","122.164.34.83","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(02) Primary or Lower 02","(5) Scheduled Tribes (ST) 5","Yes",NA,"Kerala Congress (M)",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.164.89.120","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","103.113.191.207","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.46.93.123","Male","(17-24]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.164.89.144","Male","(34-44]","Less than ₹60,000","Islam","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","No",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Kerala","122.164.40.25","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.50.16.251","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Communist Party of India",NA,"AMechTurk"
"2019-02-23","Kerala","49.202.132.69","Male","(24-34]","₹2,40,000 - ₹5,99,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Kerala","122.174.125.157","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Revolutionary Socialist Party of Kerala (Bolshevik)",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","27.5.141.248","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-02-23","Kerala","27.97.179.54","Male","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.50.16.251","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Tamil Nadu Makkal Congress",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.50.244.209","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","49.206.119.61","Female","(24-34]","₹90,000 - ₹1,19,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"National Democratic Alliance",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.50.113.118","Female","(44-54]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.174.178.29","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Kerala","171.61.226.138","Female","(34-44]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Independent Candidate",NA,"AMechTurk"
"2019-02-23","Maharashtra","49.35.49.235","Female","(34-44]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.164.226.1","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Tamil Nadu Makkal Congress",NA,"AMechTurk"
"2019-02-23","Kerala","106.200.54.19","Female","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","123.136.217.219","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Haryana","106.198.248.127","Male","(34-44]","₹6,00,000 and over","Hinduism","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","59.99.220.145","Female","(24-34]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Kerala","122.164.36.57","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Kerala Congress (M)",NA,"AMechTurk"
"2019-02-23","Kerala","122.164.34.83","Male","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Kerala Congress (M)",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.174.178.22","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"All India Anna Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.51.71.138","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","49.206.119.61","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"National Democratic Alliance",NA,"AMechTurk"
"2019-02-23","Telangana","175.101.60.15","Female","(34-44]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Not sure at this point in time",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","49.206.123.231","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.164.234.151","Female","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Communist Party of India",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.51.71.138","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23","Telangana","183.83.225.241","Male","(34-44]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.174.180.69","Male","(24-34]","","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.174.178.31","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","122.164.45.59","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Not sure at this point in time",NA,"Dravida Munnetra Kazhagam",NA,"AMechTurk"
"2019-02-23",NA,"171.49.171.111","Male","(24-34]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",NA,NA,NA,NA,"AMechTurk"
"2019-02-23","Kerala","137.97.133.230","Male","(64-max]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05",NA,"Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Kerala","122.164.37.190","Male","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","45.119.174.212","Female","(24-34]","₹1,20,000 - ₹2,39,999","Christianity","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Viduthalai Chiruthaigal Katchi",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","59.99.222.129","Female","(17-24]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05",NA,"Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","157.51.124.52","Male","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Other",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","59.99.222.129","Female","(17-24]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Delhi","49.207.85.43","Male","(24-34]","₹2,40,000 - ₹5,99,999","Hinduism","(05) Some Graduate or Higher 05","(6) Others 6","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Delhi","45.119.174.212","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Kerala","122.164.43.153","Male","(24-34]","₹90,000 - ₹1,19,999","Christianity","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Kerala","122.164.33.127","Female","(24-34]","Less than ₹60,000","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","103.123.111.239","Female","(34-44]","Less than ₹60,000","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","117.217.213.166","Female","(17-24]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Delhi","61.2.116.50","Female","(24-34]","₹1,20,000 - ₹2,39,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"India National Congress",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","59.99.222.129","Female","(17-24]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","61.2.116.50","Female","(17-24]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","117.217.213.166","Female","(17-24]","₹60,000 - ₹89,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","61.2.116.50","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","117.217.213.166","Female","(24-34]","₹90,000 - ₹1,19,999","Hinduism","(05) Some Graduate or Higher 05","(1) Brahmin 1","Yes",NA,"Bharatiya Janata Party",NA,"AMechTurk"
"2019-02-23","Tamil Nadu","61.2.116.50","Female","(17-24]","₹60,000 - ₹89,999","Christianity","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2","Yes",NA,"Aam Aadmi Party",NA,"AMechTurk"
